,barcode,item_desc,brand_name,nature,packaging,is_primary_link,nodeid1,level1,nodeid2,level2,nodeid3,level3,nodeid4,level4
292,3760234501182,"Plats bébé bio dès 9 mois, fleurettes forestière YOOJI",YOOJI,plat bébé,le sachet de 480 g,true,26953,Bébé,26955,Repas,26973,Surgelés,,
293,3560071242893,Jambon bio supérieur sans couenne CARREFOUR BIO,CARREFOUR BIO,jambon,le paquet de 4 tranches - 160g,true,28127,Frais,28132,Charcuterie et Foies gras,28181,Jambons blancs et Rôtis,28193,Jambons blancs
294,3560071162788,Jambon bio supérieur sans couenne CARREFOUR BIO,CARREFOUR BIO,jambon,la barquette de 4 tranches - 140g,true,28127,Frais,28132,Charcuterie,28181,Jambons blancs et Rôtis,28193,Jambons blancs
295,3760187538426,Jambon cuit bio FRAIS DEVANT !,FRAIS DEVANT,jambon,la barquette de 120 g,true,28127,Frais,28132,Charcuterie et Foies gras,28181,Jambons blancs et Rôtis,28193,Jambons blancs
296,7613036624930,Jambon bio à l'étouffée HERTA,HERTA,jambon,la barquette de 2 tranches - 60g,true,28127,Frais,28132,Charcuterie et Foies gras,28181,Jambons blancs et Rôtis,28193,Jambons blancs
297,7613036624909,Jambon bio à l'étouffée HERTA,HERTA,jambon,la barquette de 4 tranches - 120g,true,28127,Frais,28132,Charcuterie et Foies gras,28181,Jambons blancs et Rôtis,28193,Jambons blancs
298,80415985,Jambon cuit bio sans gluten CITTERIO,CITTERIO,jambon,la barquette de 100 g,true,28127,Frais,28132,Charcuterie et Foies gras,28181,Jambons blancs et Rôtis,28193,Jambons blancs
299,3483190001380,Jambon bio ail & fines herbes BONJOUR CAMPAGNE,BONJOUR CAMPAGNE,jambon,la barquette de 2 tranches - 90 g,true,28127,Frais,28132,Charcuterie,28181,Jambons blancs et Rôtis,28193,Jambons blancs
300,3483190001229,Jambon découenné/dégraissé bio BONJOUR CAMPAGNE,BONJOUR CAMPAGNE,jambon,la barquette de 2 tranches - 90 g,true,28127,Frais,28132,Charcuterie et Foies gras,28181,Jambons blancs et Rôtis,28193,Jambons blancs
301,3560071242954,Jambon supérieur avec couenne CARREFOUR BIO,CARREFOUR BIO,jambon,la barquette de 2 tranches - 80g,true,28127,Frais,28132,Charcuterie et Foies gras,28181,Jambons blancs et Rôtis,28193,Jambons blancs
302,3483190001724,Jambon avec couenne bio BONJOUR CAMPAGNE,BONJOUR CAMPAGNE,jambon,la barquette de 2 tranches - 90 g,true,28127,Frais,28132,Charcuterie et Foies gras,28181,Jambons blancs et Rôtis,28193,Jambons blancs
303,7613036900836,Jambon bio à la broche HERTA,HERTA,jambon,la barquette de 4 tranches de 120g,true,28127,Frais,28132,Charcuterie et Foies gras,28181,Jambons blancs et Rôtis,28193,Jambons blancs
304,3095759497017,Blanc de poulet bio -25% de sel FLEURY MICHON,FLEURY MICHON,blanc poulet,la barquette de 2 tranches - 80g,true,28127,Frais,28132,Charcuterie,28181,Jambons blancs et Rôtis,28195,Volaille
305,3560070482412,Blanc de poulet bio qualité supérieure CARREFOUR BIO,CARREFOUR BIO,blanc poulet,la barquette de 2 tranches - 80g,true,28127,Frais,28132,Charcuterie et Foies gras,28181,Jambons blancs et Rôtis,28195,Volaille
306,8007660298923,Jambon bio sec italien ,PP NO NAME,jambon,la barquette de 70 g,true,28127,Frais,28132,Charcuterie,28182,Jambons crus et Charcuteries tranchées,28196,Jambons crus et secs
307,8008410569119,Salami de Milan Bio CITTERIO FRANCE,CITTERIO,salami,la barquette de 70g,true,28127,Frais,28132,Charcuterie et Foies gras,28182,Jambons crus et Charcuteries tranchées,28257,"Bacon, Rosette et Salami"
308,3760019701622,Jambon cru artisanal bio BIOETIKA,TREO,jambon,la barquette de 70 g,true,28127,Frais,28132,Charcuterie et Foies gras,28180,Charcuterie à la coupe,28189,Jambons crus et Charcuteries tranchées
309,3760187538044,Jambon bio Serrano FRAIS DEVANT !,FRAIS DEVANT,jambon,la barquette de 70 g,true,28127,Frais,28132,Charcuterie et Foies gras,28182,Jambons crus et Charcuteries tranchées,28196,Jambons crus et secs
310,3760187538914,Lonzo bio  FRAIS DEVANT !,FRAIS DEVANT,lonzo,la barquette de 70 g,true,28127,Frais,28132,Charcuterie et Foies gras,28182,Jambons crus et Charcuteries tranchées,28196,Jambons crus et secs
311,3760187538938,Coppa bio  FRAIS DEVANT !,FRAIS DEVANT,coppa,la barquette de 70 g,true,28127,Frais,28132,Charcuterie et Foies gras,28182,Jambons crus et Charcuteries tranchées,28258,"Grison, Pancetta et Coppa"
312,3560071243135,Rosette bio tranchée CARREFOUR BIO,CARREFOUR BIO,rosette,la barquette de 8 tranches - 80g,true,28127,Frais,28132,Charcuterie et Foies gras,28182,Jambons crus et Charcuteries tranchées,28257,"Bacon, Rosette et Salami"
313,3483190000970,Bacon bio fumage bois de hêtre BONJOUR CAMPAGNE,BONJOUR CAMPAGNE,bacon,la barquette de 10 tranches - 100 g,true,28127,Frais,28132,Charcuterie et Foies gras,28182,Jambons crus et Charcuteries tranchées,28257,"Bacon, Rosette et Salami"
314,3270190216216,Terrine de campagne CARREFOUR BIO,CARREFOUR BIO,terrine,la barquette de 150g,true,28127,Frais,28132,Charcuterie,28185,"Pâtés, Rillettes et Foies gras",28200,Pâtés
315,3560071243012,Terrine de campagne CARREFOUR BIO,CARREFOUR BIO,terrine,la barquette de 150g,true,28127,Frais,28132,Charcuterie et Foies gras,28185,"Pâtés, Rillettes et Foies gras",28200,Pâtés
316,3560070502394,Rillettes du mans  CARREFOUR BIO,CARREFOUR BIO,rillettes,le pot de 220 g,true,28127,Frais,28132,Charcuterie et Foies gras,28185,"Pâtés, Rillettes et Foies gras",28201,Rillettes
317,3560070405923,Saucisson bio sec pur porc CARREFOUR BIO,CARREFOUR BIO,saucisson,le sachet de 200g,true,28127,Frais,28132,Charcuterie,28184,Saucissons et Chorizos,28198,Saucissons
318,3483190001472,Chorizo bio  BONJOUR CAMPAGNE,BONJOUR CAMPAGNE,chorizo,le paquet de 200 g,true,28127,Frais,28132,Charcuterie et Foies gras,28184,Saucissons et Chorizos,28199,Chorizos
319,3483190001489,Andouillettes bio  BONJOUR CAMPAGNE,BONJOUR CAMPAGNE,andouillette,les 2 andouillettes - 250 g,true,28127,Frais,28132,Charcuterie et Foies gras,28186,"Knacks, Saucisses et Boudins",28323,Andouillettes
320,3483190001427,Saucisses bio fumées BONJOUR CAMPAGNE,BONJOUR CAMPAGNE,saucisse,la barquette de 2 - 200 g,true,28127,Frais,28132,Charcuterie et Foies gras,28186,"Knacks, Saucisses et Boudins",28321,Saucisses
321,3095759657015,Saucisses grillées nature bio FLEURY MICHON,FLEURY MICHON,saucisse,la barquette de 180g,true,28127,Frais,28132,Charcuterie,28186,"Knacks, Saucisses et Boudins",28321,Saucisses
322,3180950044426,Saucisses bio d'Alsace STOEFFLER,STOEFFLER,saucisse,la barquette de 4 - 160 g,true,28127,Frais,28132,Charcuterie et Foies gras,28186,"Knacks, Saucisses et Boudins",28320,Knacks
323,3560070781256,Saucisses Knack CARREFOUR BIO,CARREFOUR BIO,saucisse,la barquette de 4 - 180 g,true,28127,Frais,28132,Charcuterie et Foies gras,28186,"Knacks, Saucisses et Boudins",28320,Knacks
324,3483190002370,Allumettes d'épaule bio BONJOUR CAMPAGNE,BONJOUR CAMPAGNE,allumette d'épaule,les 2 barquettes de 75 g,true,28127,Frais,28132,Charcuterie et Foies gras,28183,Lardons et Dés,,
325,3560071242961,Allumettes bio fumées CARREFOUR BIO,CARREFOUR BIO,allumette,les 2 barquettes de 75g,true,28127,Frais,28132,Charcuterie et Foies gras,28183,Lardons et Dés,,
326,7613036901161,Dés de jambon nature Bio HERTA,HERTA,dé jambon,la barquette de 120g,true,28127,Frais,28132,Charcuterie et Foies gras,28183,Lardons et Dés,,
327,3483190001465,Rôti de porc cuit bio BONJOUR CAMPAGNE,BONJOUR CAMPAGNE,rôtir porc,la barquette de 90 g,true,28127,Frais,28132,Charcuterie et Foies gras,28181,Jambons blancs et Rôtis,28194,Rôtis
328,3483190001175,Cervelas bio pur porc BONJOUR CAMPAGNE,BONJOUR CAMPAGNE,cervelas,le sachet de 270 g,true,28127,Frais,28132,Charcuterie et Foies gras,28184,Saucissons et Chorizos,28198,Saucissons
329,3422210450111,Emincé de poulet rôti nature Bio NATURE DE FRANCE,NATURE DE FRANCE,emincés poulet,la barquette de 150g,true,28127,Frais,28132,Charcuterie et Foies gras,28183,Lardons et Dés,,
330,3760019701691,Rôti de jambon bio au basilic BIOETIKA,TREO,jambon,la barquette de 80 g,true,28127,Frais,28133,Traiteur,28326,Traiteur traditionnel ,28330,Pâtes fraîches
331,3531151111262,Petites crêpes de froment BIO LOGIK,BIOLOGIK,petit crêpe,le paquet de 6 - 240g,true,28127,Frais,28133,Traiteur,28215,Pâtes à tartes et Crêpes,28221,Crêpes et Galettes
332,3531151111286,Galettes de sarrasin BIO LOGIK,BIOLOGIK,galette,le paquet de 6 - 360g,true,28127,Frais,28133,Traiteur,28215,Pâtes à tartes et Crêpes,28221,Crêpes et Galettes
333,3507000561137,Galettes bio Breton par Nature REGALETTE,REGALETTE,galette,le sachet de 4 - 260 g,true,28127,Frais,28133,Traiteur,28215,Pâtes à tartes et Crêpes,28221,Crêpes et Galettes
334,3459071270046,Galettes bio  GALETTES DE ST MALO,REFS.SANS MARQUE,galette,les 4 galettes - 280 g,true,28127,Frais,28133,Traiteur,28215,Pâtes à tartes et Crêpes,28221,Crêpes et Galettes
335,3760080260509,Galettes de sarrasin bio sans gluten CREPERIE DE GUERLEDAN,CREPERIE GUERLEDAN,galette,les 4 galettes 280 g,true,28127,Frais,28133,Traiteur,28215,Pâtes à tartes et Crêpes,28221,Crêpes et Galettes
336,3413900000105,Galettes bio  CREPERIE COLAS,COLAS,galette,le paquet de 6 galettes - 450 g,true,28127,Frais,28133,Traiteur,28215,Pâtes à tartes et Crêpes,28221,Crêpes et Galettes
337,3337040002716,Galettes bio de blé noir TY NAD,TY NAD,galette,le paquet de 4 - 300 g,true,28127,Frais,28133,Traiteur,28215,Pâtes à tartes et Crêpes,28221,Crêpes et Galettes
338,3664042002964,Pizza Regina Bio TREO,TREO,pizza,la pizza de 420g,true,28127,Frais,28133,Traiteur,28332,"Pizzas, Quiches et Croques",28333,Pizzas
339,3760018887792,Pizza chorizo JARDIN BIO'LOGIQUE,JARDIN BIO,pizza,la pizza de 400 g,true,28127,Frais,28133,Traiteur,28332,"Pizzas, Quiches et Croques",28333,Pizzas
340,3760018887648,Pizza bio 3 fromages JARDIN BIO'LOGIQUE,JARDIN BIO,pizza,la pizza de 400 g,true,28127,Frais,28133,Traiteur,28332,"Pizzas, Quiches et Croques",28333,Pizzas
341,3760018887013,Pizza tomates mozzarella JARDIN BIO'LOGIQUE,JARDIN BIO,pizza,la pizza de 350 g,true,28127,Frais,28133,Traiteur,28332,"Pizzas, Quiches et Croques",28333,Pizzas
342,3700477660628,Pizza bio emmental coppa mozarella JARDIN BIO,JARDIN BIO,pizza,la boite de 350 g,true,28127,Frais,28133,Traiteur,28332,"Pizzas, Quiches et Croques",28333,Pizzas
343,3560071191306,Pizza bio 3 fromages CARREFOUR BIO,CARREFOUR BIO,pizza,la boite de 380g,true,28127,Frais,28133,Traiteur,28332,"Pizzas, Quiches et Croques",28333,Pizzas
344,3560071249199,Pizza bio jambon fromage CARREFOUR BIO,CARREFOUR BIO,pizza,la pizza de 380g,true,28127,Frais,28133,Traiteur,28332,"Pizzas, Quiches et Croques",28333,Pizzas
345,8420878595248,Tortilla nature Bio TE GUSTA,TE GUSTA,tortiller,la boite de 500g,true,28127,Frais,28133,Traiteur,28206,Apéritifs et Entrées,28337,Tapas et Entrées
346,3700477660192,Nems au poulet JARDIN BIO'LOGIQUE,JARDIN BIO,nems,la barquette de 240 g,true,28127,Frais,28133,Traiteur,28344,Produits du monde,,
347,3560071232313,Gnocchi bio à poêler patate douce CARREFOUR BIO,CARREFOUR BIO,gnocchi,la boite de 400g,true,28127,Frais,28133,Traiteur,28339,"Pâtes fraîches, Gnocchis et Quenelles",28342,Gnocchis
348,3560071177850,Pâtes bio Fusilli lentilles corail CARREFOUR VEGGIE,CARREFOUR VEGGIE,pâte frais,la barquette de 200g,true,28127,Frais,28133,Traiteur,28339,"Pâtes fraîches, Gnocchis et Quenelles",28340,Pâtes fraîches
349,8007303004003,Gnocchi bio pomme de terre BIORIGIN,ANTICA PASTERIA,gnocchi,le sachet de 500 g,true,28127,Frais,28133,Traiteur,28339,"Pâtes fraîches, Gnocchis et Quenelles",28342,Gnocchis
350,3760098459032,Pâtes fraîches bio au petit épeautre de Provence LES ARTISANS DU BIO,LES ARTISANS DU BIO,pâte frais,le paquet de 250g,true,28127,Frais,28133,Traiteur,28339,"Pâtes fraîches, Gnocchis et Quenelles",28340,Pâtes fraîches
351,3245413942876,Pâtes fraîches bio emmental basilic CARREFOUR BIO,CARREFOUR BIO,pâte frais,la barquette de 250g,true,28127,Frais,28133,Traiteur,28339,"Pâtes fraîches, Gnocchis et Quenelles",28341,Pâtes fraîches farcies
352,3100080001465,Mini quenelles nature bio GIRAUDET,GIRAUDET,quenelle,la barquette de 300g,true,28127,Frais,28133,Traiteur,28339,"Pâtes fraîches, Gnocchis et Quenelles",28343,Quenelles fraîches
353,3100080001069,Quenelles bio nature GIRAUDET,GIRAUDET,quenelle,la boite de 4 quenelles - 320 g,true,28127,Frais,28133,Traiteur,28339,"Pâtes fraîches, Gnocchis et Quenelles",28343,Quenelles fraîches
354,3100080001823,Quenelles aux cèpes bio GIRAUDET,GIRAUDET,quenelle,la barquette de 320g,true,28127,Frais,28133,Traiteur,28339,"Pâtes fraîches, Gnocchis et Quenelles",28343,Quenelles fraîches
355,3266140055790,Quenelles bio nature SAINT JEAN,SAINT JEAN,quenelle,les 4 quenelles de 80 g,true,28127,Frais,28133,Traiteur,28339,"Pâtes fraîches, Gnocchis et Quenelles",28343,Quenelles fraîches
356,3100080055031,Sauce Napolitaine Bio GIRAUDET,GIRAUDET,sauce,le pot de 360g,true,28127,Frais,28133,Traiteur,28339,"Pâtes fraîches, Gnocchis et Quenelles",28340,Pâtes fraîches
357,3392590204225,Pâte feuilletée bio CROUSTIPATE,CROUSTIPATE,pâte feuilleté,la pâte de 250g,true,28127,Frais,28133,Traiteur,28215,Pâtes à tartes et Crêpes,28216,Pâtes feuilletées
358,3531151111224,Pâte brisée  BIO LOGIK,BIOLOGIK,pâte briser,le paquet de 230g,true,28127,Frais,28133,Traiteur,28215,Pâtes à tartes et Crêpes,28217,Pâtes brisées
359,3292070008568,Tzatziki bio  BLINI,ATELIER DE BLINI,tzatziki,la barquette de 160 g,true,28127,Frais,28133,Traiteur,28206,Apéritifs et Entrées,28338,Tartinables et Olives
360,3760252553088,Caviar d'aubergines bio HAPPY YOURS,HAPPY YOURS,caviar d'aubergines,le pot de 150g,true,28127,Frais,28133,Traiteur,28206,Apéritifs et Entrées,28338,Tartinables et Olives
361,3531151111309,Blinis  BIO LOGIK,BIOLOGIK,blini,le paquet de 6 - 180g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28427,Canapés et Blinis,,
362,3531151111316,Mini blinis  BIO LOGIK,BIOLOGIK,mini blini,le paquet de 135g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28427,Canapés et Blinis,,
363,3240931542973,Pâtes fraîches bio Tagliatelles LUSTUCRU,LUSTUCRU,pâte frais,le paquet de 250 g,true,28127,Frais,28133,Traiteur,28339,"Pâtes fraîches, Gnocchis et Quenelles",28340,Pâtes fraîches
364,3560071176624,Pâtes fraîches bio CARREFOUR BIO,CARREFOUR BIO,pâte frais,le paquet de 250g,true,28127,Frais,28133,Traiteur,28339,"Pâtes fraîches, Gnocchis et Quenelles",28340,Pâtes fraîches
365,7613036280259,Pâte feuilletée Bio HERTA,HERTA,pâte feuilleté,la boite de 230g,true,28127,Frais,28133,Traiteur,28215,Pâtes à tartes et Crêpes,28216,Pâtes feuilletées
366,3560070538362,Pâte brisée  CARREFOUR BIO,CARREFOUR BIO,pâte briser,la boite de 230 g,true,28127,Frais,28133,Traiteur,28215,Pâtes à tartes et Crêpes,28217,Pâtes brisées
367,3560070467945,Pâte à pizza bio CARREFOUR BIO,CARREFOUR BIO,pâte pizza,le paquet de 260g,true,28127,Frais,28133,Traiteur,28215,Pâtes à tartes et Crêpes,28218,Pâtes à pizza
368,3302749511029,"Plat cuisiné gratin poireaux, pommes de terre chèvre bio FLEURY MICHON",FLEURY MICHON,plat cuisiner,la barquette de 300g,true,28127,Frais,28708,Végétal,28711,Traiteur végétal,28726,Plats cuisinés
369,3259011034000,Tofu nature bio CEREAL,CEREAL BIO,tofu,les 2 sachets de 125 g,true,28127,Frais,28708,Végétal,28711,Traiteur végétal,28728,Steaks et Panés végétaux
370,3273220073018,Boulette provençale Bio SOJASUN,SOJASUN,boulette,la barquette de 175g,true,28127,Frais,28708,Végétal,28711,Traiteur végétal,28728,Steaks et Panés végétaux
371,3175681154865,Galettes polenta chèvre poireaux CEREAL BIO,CEREAL BIO,galette,les 2 galettes de 80g,true,28127,Frais,28708,Végétal,28711,Traiteur végétal,28728,Steaks et Panés végétaux
372,3760018882902,Carottes râpées au jus de citron JARDIN BIO'LOGIQUE,JARDIN BIO,carotte râper,la barquette de 400 g,true,28127,Frais,28134,Snacking et Plats cuisinés,28349,Salades ,28352,Salades de crudités
373,3700477661007,Salade vitalité bio carottes & pois chiches au cumin JARDIN BIO,JARDIN BIO,salade,la barquette de 160g,true,28127,Frais,28134,Snacking et Plats cuisinés,28349,Salades ,28352,Salades de crudités
374,3281780887891,Salade lentilles bio PIERRE MARTINET,MARTINET,salade,la barquette de 200 g,true,28127,Frais,28134,Snacking et Plats cuisinés,28349,Salades ,28352,Salades de crudités
375,3560071081553,Salade bio lentilles feta & Cranberries CARREFOUR BIO,CARREFOUR BIO,salade,la barquette de 230g,true,28127,Frais,28134,Snacking et Plats cuisinés,28349,Salades ,28351,Salades repas
376,3560071081546,Salade bio quinoa fruits secs & carottes CARREFOUR BON APP',CARREFOUR BIO,salade,la barquette de 230g,true,28127,Frais,28134,Snacking et Plats cuisinés,28349,Salades ,28351,Salades repas
377,3302740031007,Plat cuisiné penne complète et légumes Bio FLEURY MICHON,FLEURY MICHON,plat cuisiner,la barquette de 300g,true,28127,Frais,28134,Snacking et Plats cuisinés,28363,Plats cuisinés,28366,Plats cuisinés à base de légumes
378,3386750000031,Pâtes fraîches lasagnes à la bolognaise LANDREAU,LANDREAU,pâte frais,la barquette de 400 g,true,28127,Frais,28134,Snacking et Plats cuisinés,28363,Plats cuisinés,28364,Plats cuisinés à base de viande
379,3560070872961,Betterave bio rouge CARREFOUR BIO,CARREFOUR BIO,betterave,la barquette de 200g,true,28127,Frais,28134,Snacking et Plats cuisinés,28349,Salades ,28352,Salades de crudités
380,3560070370153,Taboulé bio CARREFOUR BIO,CARREFOUR BIO,taboulé,la barquette de 200g,true,28127,Frais,28134,Snacking et Plats cuisinés,28349,Salades ,28352,Salades de crudités
381,3560070566235,Céleri rémoulade  CARREFOUR BIO,CARREFOUR BIO,céleri rémoulade,la barquette de 200g,true,28127,Frais,28134,Snacking et Plats cuisinés,28349,Salades ,28352,Salades de crudités
382,3355200793021,Saumon fumé bio Irlande ,PP NO NAME,saumon fumer,le paquet de 4 tranches - 120g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28424,Saumons et Poissons fumés,28552,Saumons fumés
383,3760171130223,Saumon fumé bio LES SAULES,LES SAULES,saumon fumer,la barquette de 2 tranches - 70g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28424,Saumons et Poissons fumés,28552,Saumons fumés
384,3245413533654,Saumon fumé bio CARREFOUR BIO,CARREFOUR BIO,saumon fumer,le paquet de 2 tranches - 80g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28424,Saumons et Poissons fumés,28552,Saumons fumés
385,3033610076643,Saumon fumé atlantique bio LABEYRIE,LABEYRIE,saumon fumer,le paquet de 6 tranches - 195g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28424,Saumons et Poissons fumés,28552,Saumons fumés
386,3038680807821,Saumon fumé bio  DELPIERRE,DELPIERRE,saumon fumer,le paquet de 4 tranches -110g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28424,Saumons et Poissons fumés,28552,Saumons fumés
387,3033610062912,Saumon fumé bio Dégustation LABEYRIE,LABEYRIE,saumon fumer,la barquette de 8 tranches - 220 g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28424,Saumons et Poissons fumés,28552,Saumons fumés
388,3444940003559,Saumon fumé Atlantique LA MER BIO,NATURE OCEANE,saumon fumer,la barquette de 2 tranches - 100 g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28424,Saumons et Poissons fumés,28552,Saumons fumés
389,3392780001634,Truite fumée bio  OVIVE,OVIVE,truite fumer,le paquet de 100 g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28424,Saumons et Poissons fumés,28553,Truites fumées
390,3321433007525,Terrine saumon poireaux bio KRITSEN,KRITSEN,terrine,le paquet de 2 tranches - 125 g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28423,Poissons panés et cuisinés,,
391,3253331401023,Apéritif thon aux aubergines Bio CRUSCANA,CRUSCANA,apéritif thon,la barquette de 100g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28426,Tarama et Tartinables,,
392,3392780003195,Œufs de truite bio  OVIVE,OVIVE,œufs truite,le pot de 80 g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28426,Tarama et Tartinables,,
393,3560070977109,Saumon fumé émincés CARREFOUR BIO,CARREFOUR BIO,saumon fumer,la barquette de 100 g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28424,Saumons et Poissons fumés,28552,Saumons fumés
394,3033610062950,Saumon fumé bio doux & équilibré LABEYRIE,LABEYRIE,saumon fumer,la barquette de 6 tranches - 180g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28424,Saumons et Poissons fumés,28552,Saumons fumés
395,3033610062714,Saumon fumé bio  LABEYRIE,LABEYRIE,saumon fumer,la barquette de 4 tranches - 120g,true,1921,Viandes et Poissons,28418,Traiteur de la mer,28424,Saumons et Poissons fumés,28552,Saumons fumés
396,3259011033799,Galettes riz légumes safran bio CEREAL,CEREAL BIO,galette,les 2 sachets de 100 g,true,28127,Frais,28708,Végétal,28711,Traiteur végétal,28728,Steaks et Panés végétaux
397,3175681137851,Galettes polenta méditerranéenne bio CEREAL,CEREAL BIO,galette,les 2 gatettes de 80 g,true,28127,Frais,28708,Végétal,28711,Traiteur végétal,28728,Steaks et Panés végétaux
398,3175681108943,Tofu fumé bio CEREAL,CEREAL BIO,tofu,les 2 sachets de 100 g,true,28127,Frais,28708,Végétal,28711,Traiteur végétal,28728,Steaks et Panés végétaux
399,3266980008123,Croque fromage Bio LE GAULOIS,LE GAULOIS VEGETAL,croquer fromage,la barquette de 180g,true,28127,Frais,28708,Végétal,28711,Traiteur végétal,28728,Steaks et Panés végétaux
400,3175681057883,Galettes fines épinards pignons bio CEREAL,CEREAL BIO,galette,les 2 galettes de 90 g,true,28127,Frais,28708,Végétal,28711,Traiteur végétal,28728,Steaks et Panés végétaux
401,3456300012941,Quinoa Bio champignons parmesan quinotto JARDIN BIO,JARDIN BIO,,le sachet de 220g,true,1838,Bio et Ecologie,1853,Epicerie Salée,1856,"Pâtes, Riz et Féculents",,
403,3560071099206,Sauce Riz cuisine CARREFOUR BIO,CARREFOUR BIO,sauce,les 3 briques de 20cL,true,2112,Epicerie salée,2178,Produits du Monde,2181,Asie,,
404,3760092215436,Graines de sesame BIOTHENTIC MON EPICERIE BIO,BIOTHENTI,graine,le sachet de 350g,true,2183,Epicerie sucrée,2254,"Sucres, Farines, Coulis et Préparations gâteaux",2258,Aide à la pâtisserie,2260,"Arômes, Fruits secs et Confits"
405,3760234880034,Baies séchées énergétiques biologique NATURE +,NATURE +,bai sécher,la boite de 500 g,true,1882,Fruits et Légumes,1908,Fruits et Légumes secs,28543,Fruits secs mélanges et graines,,
406,3700146205716,Gingembre confit bio JUSTE BIO,JUSTE BIO,gingembre,le sachet de 100g,true,1882,Fruits et Légumes,1908,Fruits et Légumes secs,28543,Fruits secs mélanges et graines,,
407,3760091722522,Noix de cajou grillées sans sel bio ETHIQUABLE,ETHIQUABLE,noix cajou,le sachet de 100g,true,1882,Fruits et Légumes,1908,Fruits et Légumes secs,28543,Fruits secs mélanges et graines,,
408,3760091727893,Amandes grillées à sec sans sel de Tunisie bio ETHIQUABLE,ETHIQUABLE,amande,le sachet de 100g,true,1882,Fruits et Légumes,1908,Fruits et Légumes secs,28543,Fruits secs mélanges et graines,,
409,3760020507671,Soupe legumes et lentilles corail bio JARDIN BIOLOGIQUE,JARDIN BIO,soupe,la brique de 1L,true,2112,Epicerie salée,2113,Soupes et Croutons,2115,Soupes en brique,,
410,3770010047490,Bouillons bio carotte poireau céleri BU BOUILLONS,BU,bouillon,la bouteille de 500mL,true,2112,Epicerie salée,2113,Soupes et Croutons,2115,Soupes en brique,,
411,3274930000424,Velouté de tomates de Provence & légumes Bio LA POTAGERE,LA POTAGERE,velouter,le paquet de 2 briques de 30cL,true,2112,Epicerie salée,2113,Soupes et Croutons,2115,Soupes en brique,,
412,3274930000219,Soupe bio Minestrone LA POTAGERE,LA POTAGERE BIO,soupe,la brique de 1 l,true,2112,Epicerie salée,2113,Soupes et Croutons,2115,Soupes en brique,,
413,3274930001155,Velouté de Tomate de Provence  Bio LA POTAGERE,LA POTAGERE,velouter,la brique de 1L,true,1838,Bio et Ecologie,1853,Epicerie Salée,1855,Soupes et Potages,,
414,3274930000257,Soupe bio légumes d'Automne LA POTAGERE,LA POTAGERE BIO,soupe,la brique d'1L,true,2112,Epicerie salée,2113,Soupes et Croutons,2115,Soupes en brique,,
415,3036811366995,Soupe mouliné de légumes bio LIEBIG,LIEBIG,soupe,la brique de 30cl,true,2112,Epicerie salée,2113,Soupes et Croutons,2115,Soupes en brique,,
416,3274935302202,Gaspacho de tomate Bio LA POTAGERE,LA POTAGERE,gaspacho,la brique de 1L,true,2112,Epicerie salée,2113,Soupes et Croutons,2115,Soupes en brique,,
417,3185200000832,Croutons huile d'olive Bio TIPIAK,TIPIAK,croûton,le paquet de 12g,true,2112,Epicerie salée,2113,Soupes et Croutons,2117,Croûtons,,
418,7613037067507,potage poule vermicelle Bio MAGGI,MAGGI,potage,la boite de 65g,true,2112,Epicerie salée,2113,Soupes et Croutons,2116,Soupes déshydratées,,
419,8711200352890,Soupe déshydratée Bio Potiron Carottes KNORR,KNORR,soupe déshydraté,le sachet de 51g,true,2112,Epicerie salée,2113,Soupes et Croutons,2116,Soupes déshydratées,,
420,3560070490707,Soupe bio  de légumes CARREFOUR BIO,CARREFOUR BIO,soupe,les 2 briques de 30cL,true,2112,Epicerie salée,2113,Soupes et Croutons,2115,Soupes en brique,,
421,8718781200350,Chips poivre noir Bio GO PURE,GO PURE,chips,le paquet de 125g,true,2112,Epicerie salée,2118,Pour l'apéritif,2119,Chips,2121,Aromatisées
422,3700146205402,Mélange fruits secs bio JUSTE BIO,JUSTE BIO,mélange,le sachet de 100g,true,2112,Epicerie salée,2118,Pour l'apéritif,2123,"Cacahuètes, Pistaches ...",,
423,3700146207123,Noix de macadamia Bio JUSTE BIO,JUSTE BIO,noix,le sachet de 100g,true,2112,Epicerie salée,2118,Pour l'apéritif,2123,"Cacahuètes, Pistaches ...",,
424,3700146206706,Cramberries bio JUSTE BIO,JUSTE BIO,cramberries,le sachet de 100 g,true,2112,Epicerie salée,2118,Pour l'apéritif,2123,"Cacahuètes, Pistaches ...",,
